id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
289_6_Brassimet_Leaves_PAXs_14_Pos_3875	C25H40N6O12	[M + H]+	Amino acids and Peptides	0.9987351298332214	Oligopeptides	0.8780141472816467	Linear peptides	0.6564821004867554	Oligopeptides	0.9315547943115234	Peptides	0.990962564945221	Amino acids, peptides, and analogues	0.9940162897109985	Carboxylic acids and derivatives	0.9995877146720886	Organic acids and derivatives	0.9999159574508667	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Delta lactams; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Piperidinones; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Heterocyclic fatty acids; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
57_6_Brassimet_Leaves_PAXs_1_Neg_1426	C16H25N8O8P	[M - H]-	Carbohydrates	0.8148747086524963	Nucleosides	0.8392027020454407	Purine nucleos(t)ides	0.8376531600952148	3',5'-cyclic purine nucleotides	0.7961323857307434	3',5'-cyclic purine nucleotides	0.7961323857307434	Cyclic purine nucleotides	0.9357211589813232	Purine nucleotides	0.9524094462394714	Nucleosides, nucleotides, and analogues	0.9616127610206604	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Azoles; Aminopyrimidines and derivatives; Diazines; Cyclic purine nucleotides; Pentoses; 3',5'-cyclic purine nucleotides; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Oxolanes; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
585_6_Brassimet_Leaves_PAXs_19_Pos_4284	C34H35N5O14S	[M + H]+	Amino acids and Peptides	0.9433662295341492	β-lactams	0.8282859325408936	Tripeptides	0.07324414700269699	Cyclic depsipeptides	0.5777294039726257	Cyclic depsipeptides	0.5777294039726257	Depsipeptides	0.5997555255889893	Peptidomimetics	0.1093955934047699	Organic acids and derivatives	0.99998939037323	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Azetidines; Phenols; Beta lactams; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Thiohemiaminal derivatives; Carbonyl compounds; Depsipeptides; Cyclic depsipeptides; Benzene and substituted derivatives; Alpha amino acid amides; Phenylacetamides; Benzenoids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
263_6_Brassimet_Leaves_PAXs_13_Pos_3846	C12H24O4S	[M + H]+	Fatty acids	0.8832134008407593	Fatty Acids and Conjugates	0.7397733330726624	Wax monoesters	0.22040367126464844	Dicarboxylic acids and derivatives	0.5961280465126038			Dicarboxylic acids and derivatives	0.5961280465126038	Carboxylic acids and derivatives	0.9644117951393127	Organic acids and derivatives	0.9860155582427979	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Thioethers; Carboxylic acids; Acetals; Carbonyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
505_6_Brassimet_Leaves_PAXs_18_Pos_4182	C21H18O7	[M + H]+	Shikimates and Phenylpropanoids	0.9240602850914001	Lignans	0.5257744789123535	Rotenoids	0.6776705980300903	Rotenones	0.7336603403091431	Rotenones	0.7336603403091431	Rotenoids	0.808323860168457	Isoflavonoids	0.3464212417602539	Phenylpropanoids and polyketides	0.539765477180481	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Rotenoids; Furanones; Phenol ethers; Benzenoids; Rotenones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
260_6_Brassimet_Leaves_PAXs_13_Pos_3843	C17H36O9	[M + H]+	Fatty acids	0.9612230658531189	Fatty acyl glycosides	0.7691667675971985	Fatty acyl glycosides of mono- and disaccharides	0.8706755638122559	Alkyl glycosides	0.9039373397827148	Alkyl glycosides	0.9039373397827148	Fatty acyl glycosides	0.8717308044433594	Fatty Acyls	0.890004575252533	Lipids and lipid-like molecules	0.947035551071167	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Fatty alcohols; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2227_6_Brassimet_Leaves_PAXs_5_Neg_800	C9H17N4O5S	[M - H]-	Amino acids and Peptides	0.568903386592865	Small peptides	0.7569677233695984	Tripeptides	0.5277026295661926	Oligopeptides	0.5042543411254883	Peptides	0.33221960067749023	Amino acids, peptides, and analogues	0.8576178550720215	Carboxylic acids and derivatives	0.8188068270683289	Organic acids and derivatives	0.9320622682571411	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2057_6_Brassimet_Leaves_PAXs_47_Pos_2562	C10H9NO2	[M + H]+	Alkaloids	0.9980927109718323	Tryptophan alkaloids	0.9364933371543884	Simple indole alkaloids	0.956272304058075	Indoles	0.9922006726264954			Indoles	0.9922006726264954	Indoles and derivatives	0.9921981692314148	Organoheterocyclic compounds	0.9999979734420776	Organic compounds; Organoheterocyclic compounds; Pyrroles; Alkyl aryl ethers; Anisoles; Indoles and derivatives; Ethers; Organonitrogen compounds; Organooxygen compounds; Phenol ethers; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1297_6_Brassimet_Leaves_PAXs_32_Pos_612	C32H36O18	[M + Na]+	Shikimates and Phenylpropanoids	0.9928534626960754	Phenylpropanoids (C6-C3)	0.8856980204582214	Cinnamic acids and derivatives	0.8955291509628296	Quinic acids and derivatives	0.9990214109420776	Cyclic alcohols and derivatives	0.9989631175994873	Alcohols and polyols	0.9999552965164185	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
2074_6_Brassimet_Leaves_PAXs_47_Pos_1014	C5H11N3O3	[M + K]+	Amino acids and Peptides	0.8544881939888	Small peptides	0.8568115830421448	Aminoacids	0.8644413352012634	Alpha amino acids	0.692808985710144	Amino acids and derivatives	0.9379472136497498	Amino acids, peptides, and analogues	0.9367786049842834	Carboxylic acids and derivatives	0.9271913766860962	Organic acids and derivatives	0.9678469300270081	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Imidazolidinones; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Azolidines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1760_6_Brassimet_Leaves_PAXs_41_Pos_1090	C12H23N3O4S	[M + H]+	Amino acids and Peptides	0.5835354328155518	Small peptides	0.8993468880653381	Dipeptides	0.7630320191383362	Gamma-glutamyl peptides	0.5354790091514587	Peptides	0.6198388934135437	Amino acids, peptides, and analogues	0.9939839243888855	Carboxylic acids and derivatives	0.9901344180107117	Organic acids and derivatives	0.9982098340988159	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Secondary amines; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1148_6_Brassimet_Leaves_PAXs_3_Neg_1058	C12H21N5O11P2S	[M - H]-	Carbohydrates	0.8857376575469971	Nucleosides	0.8795762062072754	Purine nucleos(t)ides	0.8527886867523193	Purine ribonucleoside diphosphates	0.7237319946289062	Purine ribonucleoside diphosphates	0.7237319946289062	Purine ribonucleotides	0.9563108682632446	Purine nucleotides	0.9217630624771118	Nucleosides, nucleotides, and analogues	0.9857869148254395	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Imidazopyrimidines; Organic pyrophosphates; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
330_6_Brassimet_Leaves_PAXs_14_Pos_3917	C16H29N5O5	[M + Na]+	Carbohydrates	0.5879653096199036	Nucleosides	0.37046635150909424	Purine nucleos(t)ides	0.301163911819458	Alpha amino acids and derivatives	0.8440195322036743	Amino acids and derivatives	0.8711955547332764	Amino acids, peptides, and analogues	0.8670874238014221	Carboxylic acids and derivatives	0.8529439568519592	Organic acids and derivatives	0.9057957530021667	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Purines and purine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
574_6_Brassimet_Leaves_PAXs_19_Pos_4272	C13H28N6O6S	[M + H]+	Amino acids and Peptides	0.3124403655529022	Small peptides	0.9102218151092529	Tripeptides	0.6338581442832947	Oligopeptides	0.5947146415710449	Peptides	0.902027428150177	Amino acids, peptides, and analogues	0.9970890879631042	Carboxylic acids and derivatives	0.9691808223724365	Organic acids and derivatives	0.9936402440071106	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Alpha amino acid amides; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
828_6_Brassimet_Leaves_PAXs_23_Pos_4718	C18H28O4	[M + H]+	Terpenoids	0.6988545060157776	Meroterpenoids	0.43955564498901367	Open-chain polyketides	0.33996209502220154	Alkyl aryl ethers	0.6324567794799805	Alkyl aryl ethers	0.6324567794799805	Ethers	0.5614737868309021	Organooxygen compounds	0.9999551773071289	Organic oxygen compounds	0.9999997615814209	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Carboxylic acids; Tertiary alcohols; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1598_6_Brassimet_Leaves_PAXs_38_Pos_1879	C12H12O2	[M + H]+	Terpenoids	0.6213371157646179	Naphthalenes	0.1350875347852707	Simple coumarins	0.10223573446273804	Benzenoids	0.986467182636261							Benzenoids	0.986467182636261	Organic compounds; Organooxygen compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
