id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
440_6_Brassimet_Leaves_PAXs_17_Pos_4082	C24H41N9O7S	[M + H]+	C24H41N9O7S	Amino acids and Peptides	0.6188771724700928	Small peptides	0.34474197030067444	Tripeptides	0.5628437995910645	Oligopeptides	0.5673168301582336	Peptides	0.8627577424049377	Amino acids, peptides, and analogues	0.9974724650382996	Carboxylic acids and derivatives	0.9981195330619812	Organic acids and derivatives	0.9979348182678223	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Alpha amino acid amides; Substituted imidazoles; Amines; Carboximidamides; Sulfenyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2102_6_Brassimet_Leaves_PAXs_48_Pos_2664	C15H16O9	[M + H]+	C15H16O9	Shikimates and Phenylpropanoids	0.9993890523910522	Phenylpropanoids (C6-C3)	0.9998213648796082	Cinnamic acids and derivatives	0.9997348189353943	Coumaric acids and derivatives	0.9997645020484924	Coumaric acids and derivatives	0.9997645020484924	Hydroxycinnamic acids and derivatives	0.9998763799667358	Cinnamic acids and derivatives	0.9999827146530151	Phenylpropanoids and polyketides	0.9999531507492065	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Carbonyl compounds; Tricarboxylic acids and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities
2537_6_Brassimet_Leaves_PAXs_7_Neg_1157	C13H22N6O11S2	[M - H]-	C13H22N6O11S2	Amino acids and Peptides	0.9168906807899475	Small peptides	0.9619462490081787	Tripeptides	0.889798641204834	Gamma-glutamyl peptides	0.9568522572517395	Peptides	0.9994344115257263	Amino acids, peptides, and analogues	0.999850869178772	Carboxylic acids and derivatives	0.9998263716697693	Organic acids and derivatives	0.9999932050704956	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Alkylthiols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Thiols; Organic disulfides; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2502_6_Brassimet_Leaves_PAXs_6_Neg_1099	C27H44N10O8	[M - H]-	C27H44N10O8	Amino acids and Peptides	0.814135730266571	Small peptides	0.6725855469703674	Tripeptides	0.6560389995574951	Oligopeptides	0.5716593265533447	Peptides	0.9643234014511108	Amino acids, peptides, and analogues	0.9991933703422546	Carboxylic acids and derivatives	0.9990319013595581	Organic acids and derivatives	0.9999302625656128	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
923_6_Brassimet_Leaves_PAXs_25_Pos_4983	C16H16N2O6	[M + H]+	C16H16N2O6	Alkaloids	0.45852696895599365	Small peptides	0.25725528597831726	Simple amide alkaloids	0.15732315182685852	Amino acids and derivatives	0.5277121067047119	Amino acids and derivatives	0.5277121067047119	Amino acids, peptides, and analogues	0.5194967985153198	Carboxylic acids and derivatives	0.9855021238327026	Organic acids and derivatives	0.9954450130462646	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Ketones; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
299_6_Brassimet_Leaves_PAXs_14_Pos_3883	C17H35N7O13S	[M + H]+	C17H35N7O13S	Amino acids and Peptides	0.7770527601242065	Small peptides	0.8339200615882874	Dipeptides	0.1394890993833542	Peptides	0.7965113520622253	Peptides	0.7965113520622253	Amino acids, peptides, and analogues	0.9987101554870605	Carboxylic acids and derivatives	0.9920642971992493	Organic acids and derivatives	0.9999059438705444	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1038_6_Brassimet_Leaves_PAXs_28_Pos_5301	C21H38N6O8	[M + Na]+	C21H38N6O8	Amino acids and Peptides	0.7363606095314026	Small peptides	0.3701504170894623	Dipeptides	0.09171262383460999	N-acyl-alpha amino acids and derivatives	0.9607415199279785	Amino acids and derivatives	0.9903433322906494	Amino acids, peptides, and analogues	0.9921380877494812	Carboxylic acids and derivatives	0.9967982172966003	Organic acids and derivatives	0.9977042078971863	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
235_6_Brassimet_Leaves_PAXs_12_Pos_3804	C21H22O12	[M + H]+	C21H22O12	Shikimates and Phenylpropanoids	1.0	Flavonoids	0.9999477863311768	Dihydroflavonols	0.9960082769393921	Flavonoid-3-O-glycosides	0.9381524324417114	Flavonoid O-glycosides	0.9976089000701904	Flavonoid glycosides	0.9993403553962708	Flavonoids	0.9999995231628418	Phenylpropanoids and polyketides	0.999963641166687	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Benzopyrans; Aldehydes; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Flavans; Flavonoid glycosides; Benzenediols; Flavanonols; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavanones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
1551_6_Brassimet_Leaves_PAXs_37_Pos_1709	C14H28N2O8	[M + H]+	C14H28N2O8	Carbohydrates	0.4747629761695862	Small peptides	0.19397854804992676	Dipeptides	0.04603410139679909	Aminoglycosides	0.5308358073234558	Aminosaccharides	0.4821014702320099	Carbohydrates and carbohydrate conjugates	0.9132107496261597	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Dialkylamines; Polyols; Amines; Primary amines; Secondary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2476_6_Brassimet_Leaves_PAXs_6_Neg_907	C23H37NO23S2	[M - H]-	C23H37NO23S2	Amino acids and Peptides	0.9617589712142944	Amino acid glycosides	0.9998199343681335	Glucosinolates	0.9999836683273315	Alkylglucosinolates	0.9916872382164001	Monosaccharides	0.9994344115257263	Carbohydrates and carbohydrate conjugates	0.9998598098754883	Organooxygen compounds	0.999988317489624	Organic oxygen compounds	0.9999996423721313	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Sulfoxides; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Organic anions; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1342_6_Brassimet_Leaves_PAXs_33_Pos_633	C16H33NO9	[M + H]+	C16H33NO9	Amino acids and Peptides	0.9482672214508057	Small peptides	0.11287293583154678	Acyclic monoterpenoids	0.033999864012002945	Fatty acyl glycosides of mono- and disaccharides	0.6585788130760193	Fatty acyl glycosides of mono- and disaccharides	0.6585788130760193	Fatty acyl glycosides	0.5375213027000427	Fatty Acyls	0.9755150675773621	Lipids and lipid-like molecules	0.9870795607566833	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2447_6_Brassimet_Leaves_PAXs_54_Pos_1250	C13H19NO7	[M + H]+	C13H19NO7	Amino acids and Peptides	0.5755058526992798	Amino acid glycosides	0.2755034863948822	Cyanogenic glycosides	0.4549366533756256	Dioxolopyrans	0.5849061608314514					Dioxolopyrans	0.5849061608314514	Organoheterocyclic compounds	0.9920533895492554	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Dioxolanes; Ketones; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,3-dioxolanes; Monosaccharides; Acetals; Carbonyl compounds; Dioxolopyrans; Oxanes; Secondary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
790_6_Brassimet_Leaves_PAXs_23_Pos_4613	C12H28N10O4S	[M + H]+	C12H28N10O4S	Carbohydrates	0.8059106469154358	Nucleosides	0.6112358570098877	Tripeptides	0.08351431787014008	Alpha amino acids and derivatives	0.8775541186332703	Amino acids and derivatives	0.9313883781433105	Amino acids, peptides, and analogues	0.9258636236190796	Carboxylic acids and derivatives	0.6617265343666077	Organic acids and derivatives	0.9033516049385071	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid derivatives; Thioethers; Monosaccharides; Amines; Primary amines; Sulfenyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1881_6_Brassimet_Leaves_PAXs_43_Pos_1111	C13H18N6O4S3	[M + H]+	C13H18N6O4S3	Alkaloids	0.8030257821083069	Pseudoalkaloids	0.46190863847732544	Purine alkaloids	0.11403511464595795	Azoles	0.9315324425697327					Azoles	0.9315324425697327	Organoheterocyclic compounds	0.9967451095581055	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Sulfonyls; Thioethers; Carbonyl compounds; Amines; Secondary amines; Aminosulfonyl compounds; Sulfenyl compounds; Methyl esters; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2478_6_Brassimet_Leaves_PAXs_6_Neg_908	C29H44N4O6	[M - H]-	C29H44N4O6	Alkaloids	0.6413590908050537	Tryptophan alkaloids	0.5057212710380554	Corynanthe type	0.09156681597232819	Amino acids and derivatives	0.7913081049919128	Amino acids and derivatives	0.7913081049919128	Amino acids, peptides, and analogues	0.7961524128913879	Carboxylic acids and derivatives	0.9663140177726746	Organic acids and derivatives	0.9934372305870056	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Alcohols and polyols; Piperidines; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Alkanolamines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1774_6_Brassimet_Leaves_PAXs_41_Pos_2175	C8H16N6O5S	[M + H]+	C8H16N6O5S	Carbohydrates	0.939154863357544	Nucleosides	0.9854457378387451	Purine nucleos(t)ides	0.6690709590911865	Alpha amino acids	0.9130343198776245	Amino acids and derivatives	0.8216580152511597	Amino acids, peptides, and analogues	0.7957109808921814	Carboxylic acids and derivatives	0.29241135716438293	Organic acids and derivatives	0.7594842314720154	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Pentoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Alpha amino acids; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
396_6_Brassimet_Leaves_PAXs_16_Pos_4017	C10H16N	[M + Na]+	C10H16N	Terpenoids	0.8057136535644531	Monoterpenoids	0.5620799660682678	Phenylalanine-derived alkaloids	0.26351794600486755	Amines	0.9518823623657227			Amines	0.9518823623657227	Organonitrogen compounds	0.9999986886978149	Organic nitrogen compounds	0.9999997615814209	Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
2446_6_Brassimet_Leaves_PAXs_54_Pos_3394	C17H30N4O6	[M + H]+	C17H30N4O6	Amino acids and Peptides	0.9429593682289124	Small peptides	0.9862228035926819	Tripeptides	0.9178078770637512	Peptides	0.854781985282898	Peptides	0.854781985282898	Amino acids, peptides, and analogues	0.9916871190071106	Carboxylic acids and derivatives	0.9981278777122498	Organic acids and derivatives	0.9998108744621277	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Alanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1368_6_Brassimet_Leaves_PAXs_33_Pos_661	C15H24N4O11	[M + H]+	C15H24N4O11	Alkaloids	0.46211615204811096	Small peptides	0.19901324808597565	Pyrimidine nucleos(t)ides	0.043677523732185364	Alpha amino acids and derivatives	0.9588318467140198	Amino acids and derivatives	0.8721709251403809	Amino acids, peptides, and analogues	0.8804470300674438	Carboxylic acids and derivatives	0.9445439577102661	Organic acids and derivatives	0.988381564617157	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1789_6_Brassimet_Leaves_PAXs_41_Pos_2227	C29H48O24	[M + H]+	C29H48O24	Carbohydrates	0.9984207153320312	Saccharides	0.9993708729743958	Polysaccharides	0.9472582340240479	Oligosaccharides	0.9926561117172241	Oligosaccharides	0.9926561117172241	Carbohydrates and carbohydrate conjugates	0.9999864101409912	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2621_6_Brassimet_Leaves_PAXs_9_Pos_3455	C14H32N5O8P	[M + H]+	C14H32N5O8P	Carbohydrates	0.7142381072044373	Nucleosides	0.596102237701416	Pyrimidine nucleos(t)ides	0.22553926706314087	Amino acids and derivatives	0.5648318529129028	Amino acids and derivatives	0.5648318529129028	Amino acids, peptides, and analogues	0.5616322755813599	Carboxylic acids and derivatives	0.5439859628677368	Organic acids and derivatives	0.9973944425582886	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Cholines; Aminopyrimidines and derivatives; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Polyols; Amines; Primary amines; Alkanolamines; 1,2-diols; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
600_6_Brassimet_Leaves_PAXs_2_Neg_345	C9H8O4	[M - H]-	C9H8O4	Shikimates and Phenylpropanoids	0.8642154932022095	Phenylpropanoids (C6-C3)	0.7108597755432129	Cinnamic acids and derivatives	0.7087279558181763	Coumaric acids and derivatives	0.7297052145004272	Coumaric acids and derivatives	0.7297052145004272	Hydroxycinnamic acids and derivatives	0.7422714829444885	Cinnamic acids and derivatives	0.674976646900177	Phenylpropanoids and polyketides	0.5734381079673767	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
2641_6_Brassimet_Leaves_PAXs_9_Pos_3518	C10H16N8O10S	[M + H]+	C10H16N8O10S	Amino acids and Peptides	0.7101539969444275	Small peptides	0.563551127910614	Tripeptides	0.57464200258255	N-acyl-alpha amino acids and derivatives	0.9014787673950195	Amino acids and derivatives	0.9101515412330627	Amino acids, peptides, and analogues	0.9239212274551392	Carboxylic acids and derivatives	0.7221406102180481	Organic acids and derivatives	0.999832034111023	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Monoalkylamines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Carboximidic acids and derivatives; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Organic nitroso compounds; Chemical entities
2388_6_Brassimet_Leaves_PAXs_52_Pos_3314	C11H10N2O2	[M + H]+	C11H10N2O2	Alkaloids	0.9471670985221863	Tryptophan alkaloids	0.5026181936264038	Simple indole alkaloids	0.4477475583553314	Anisoles	0.5189734101295471			Anisoles	0.5189734101295471	Phenol ethers	0.40412646532058716	Benzenoids	0.966182291507721	Organic compounds; Organoheterocyclic compounds; Pyrroles; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
667_6_Brassimet_Leaves_PAXs_20_Pos_4335	C18H18N6O10	[M + H]+	C18H18N6O10	Shikimates and Phenylpropanoids	0.10081983357667923	Nucleosides	0.4643930196762085	Purine nucleos(t)ides	0.748461902141571	Alpha amino acids and derivatives	0.940101683139801	Amino acids and derivatives	0.9720134139060974	Amino acids, peptides, and analogues	0.9722632765769958	Carboxylic acids and derivatives	0.7333829998970032	Organic acids and derivatives	0.9997205138206482	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Purines and purine derivatives; Hypoxanthines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Amino acids and derivatives; Azoles; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Benzenoids; Amines; Primary amines; 6-aminopurines; 1-benzopyrans; Vinylogous acids; Vinylogous amides; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
