id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
927_1_Brassimet_Roots_Neg-POS_PAXs_4_n146	C7H8N4O6S6	[M - H]-	Amino acids and Peptides	0.9181073307991028	Small peptides	0.9588876366615295	Aminoacids	0.8439921736717224	Alpha amino acids	0.734253466129303	Amino acids and derivatives	0.7537477016448975	Amino acids, peptides, and analogues	0.7648448944091797	Carboxylic acids and derivatives	0.853007435798645	Organic acids and derivatives	0.996145486831665	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
134_1_Brassimet_Roots_Neg-POS_PAXs_10_p2263	C16H19NO7S	[M + H]+	Amino acids and Peptides	0.46903184056282043	Amino acid glycosides	0.8140946626663208	Glucosinolates	0.154598206281662	Hexoses	0.934181809425354	Monosaccharides	0.9998751878738403	Carbohydrates and carbohydrate conjugates	0.9997883439064026	Organooxygen compounds	0.9999997615814209	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Thioethers; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Phenol ethers; Benzenoids; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities
561_1_Brassimet_Roots_Neg-POS_PAXs_19_p1779	C23H47N7O5	[M + H]+	Amino acids and Peptides	0.7706377506256104	Small peptides	0.6069008708000183	Tripeptides	0.4956464469432831	Peptides	0.8054420948028564	Peptides	0.8054420948028564	Amino acids, peptides, and analogues	0.9989981055259705	Carboxylic acids and derivatives	0.999148964881897	Organic acids and derivatives	0.9994207620620728	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
736_1_Brassimet_Roots_Neg-POS_PAXs_21_p1400	C17H15NO6	[M + H]+	Alkaloids	0.6172962784767151	Tryptophan alkaloids	0.6958521008491516	Quinoline alkaloids	0.053698912262916565	Benzene and substituted derivatives	0.6923760771751404					Benzene and substituted derivatives	0.6923760771751404	Benzenoids	0.9846856594085693	Organic compounds; Organoheterocyclic compounds; Pyrans; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Ketene acetals; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
847_1_Brassimet_Roots_Neg-POS_PAXs_3_n684	C14H35N5O19P2S	[M - H]-	Carbohydrates	0.8343504667282104	Nucleosides	0.6508057117462158	Purine nucleos(t)ides	0.5920854806900024	Purine nucleotide sugars	0.5540550351142883			Purine nucleotide sugars	0.5540550351142883	Purine nucleotides	0.9147748351097107	Nucleosides, nucleotides, and analogues	0.9935676455497742	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Sulfuric acid monoesters; Aminopyrimidines and derivatives; Purine nucleotide sugars; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Imidazopyrimidines; Organic pyrophosphates; Oxanes; Glycosyl compounds; Glycosylamines; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Sulfuric acid esters; Alkyl sulfates; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
261_1_Brassimet_Roots_Neg-POS_PAXs_13_p1361	C18H17NO9	[M + H]+	Shikimates and Phenylpropanoids	0.5884891748428345	Coumarins	0.3071102499961853	Simple coumarins	0.2647640109062195	Alpha amino acids and derivatives	0.7636203765869141	Amino acids and derivatives	0.6958870887756348	Amino acids, peptides, and analogues	0.7016871571540833	Carboxylic acids and derivatives	0.9958051443099976	Organic acids and derivatives	0.9984190464019775	Organic compounds; Amino acids, peptides, and analogues; Styrenes; Alpha amino acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Nitriles; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
162_1_Brassimet_Roots_Neg-POS_PAXs_11_p690	C15H14N8O4S	[M + H]+	Alkaloids	0.9983940720558167	Pseudoalkaloids	0.6769670844078064	Purine alkaloids	0.4840635359287262	Benzenesulfonamides	0.8359912037849426			Benzenesulfonamides	0.8359912037849426	Benzene and substituted derivatives	0.6546518802642822	Benzenoids	0.890661895275116	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfonyls; Diazines; Organosulfonamides; Imidazopyrimidines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
587_1_Brassimet_Roots_Neg-POS_PAXs_19_p523	C33H68O10	[M + H3N + H]+	Fatty acids	0.8808467388153076	Linear polyketides	0.35654500126838684	Open-chain polyketides	0.06955305486917496	Fatty alcohols	0.830162525177002			Fatty alcohols	0.830162525177002	Fatty Acyls	0.988879919052124	Lipids and lipid-like molecules	0.9886465668678284	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
619_1_Brassimet_Roots_Neg-POS_PAXs_2_n625	C18H32N5O12P	[M - H]-	Carbohydrates	0.880012571811676	Nucleosides	0.7933822274208069	Purine nucleos(t)ides	0.7168467044830322	(5'->5')-dinucleotides	0.5109978318214417					(5'->5')-dinucleotides	0.5109978318214417	Nucleosides, nucleotides, and analogues	0.9871659874916077	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Aminopyrimidines and derivatives; Nicotinamide nucleotides; Purine nucleotide sugars; Pyridine nucleotides; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Imidazopyrimidines; Organic pyrophosphates; Oxanes; Glycosyl compounds; Hydropyrimidines; Glycosylamines; N-substituted nicotinamides; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; (5'->5')-dinucleotides; Imidolactams; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
779_1_Brassimet_Roots_Neg-POS_PAXs_22_p1637	C17H32N9O16P	[M + H]+	Carbohydrates	0.9955022931098938	Nucleosides	0.9205721616744995	Aminosugars	0.2470090687274933	Alpha amino acid esters	0.6160079836845398	Amino acids and derivatives	0.9936662316322327	Amino acids, peptides, and analogues	0.9936442375183105	Carboxylic acids and derivatives	0.9960038065910339	Organic acids and derivatives	0.9999960660934448	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Guanidines; Alpha amino acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Polyols; Amines; Primary amines; Tetrahydrofurans; Ortho amides; Carboximidamides; Alkyl phosphates; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
662_1_Brassimet_Roots_Neg-POS_PAXs_20_p442	C28H65N7O7	[M + H]+	Amino acids and Peptides	0.8606489896774292	Fatty amides	0.4530927538871765	Tripeptides	0.32700708508491516	Peptides	0.9328209757804871	Peptides	0.9328209757804871	Amino acids, peptides, and analogues	0.9849854707717896	Carboxylic acids and derivatives	0.9766753315925598	Organic acids and derivatives	0.9883623719215393	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Methyl-branched fatty acids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
96_1_Brassimet_Roots_Neg-POS_PAXs_1_n427	C16H28O6	[M - H]-	Terpenoids	0.5315935611724854	Monoterpenoids	0.25228479504585266	Macrolide lactones	0.17797192931175232	Fatty Acyls	0.6916596293449402					Fatty Acyls	0.6916596293449402	Lipids and lipid-like molecules	0.7702974677085876	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
536_1_Brassimet_Roots_Neg-POS_PAXs_18_p1924	C24H40N2O12	[M + H]+	Amino acids and Peptides	0.4088563919067383	Mycosporine derivatives	0.9486937522888184	Mycosporine and Mycosporine-like amino acids	0.9046920537948608	Fatty acyl glycosides	0.7003040909767151			Fatty acyl glycosides	0.7003040909767151	Fatty Acyls	0.33163705468177795	Lipids and lipid-like molecules	0.5389899015426636	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Alkanolamines; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
819_1_Brassimet_Roots_Neg-POS_PAXs_23_p2084	C24H33N5O10	[M + H]+	Shikimates and Phenylpropanoids	0.3713684380054474	Phenylpropanoids (C6-C3)	0.11007664352655411	Cinnamic acids and derivatives	0.08399268239736557	Cinnamic acids and derivatives	0.8431429266929626					Cinnamic acids and derivatives	0.8431429266929626	Phenylpropanoids and polyketides	0.9902952909469604	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Styrenes; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Alkanolamines; Carboximidamides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
712_1_Brassimet_Roots_Neg-POS_PAXs_21_p4790	C14H14N4O6	[M + Na]+	Alkaloids	0.650460422039032	Anthranilic acid alkaloids	0.30411553382873535	Purine nucleos(t)ides	0.12415711581707001	Benzoxadiazoles	0.5654452443122864					Benzoxadiazoles	0.5654452443122864	Organoheterocyclic compounds	0.9884234070777893	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Benzoxadiazoles; Furazans; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Secondary alkylarylamines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Aralkylamines; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
