id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
162_1_Brassimet_Roots_Neg-POS_PAXs_11_p690	C15H14N8O4S	[M + H]+	C15H14N8O4S	Alkaloids	0.9983940720558167	Pseudoalkaloids	0.6769670844078064	Purine alkaloids	0.4840635359287262	Benzenesulfonamides	0.8359912037849426			Benzenesulfonamides	0.8359912037849426	Benzene and substituted derivatives	0.6546518802642822	Benzenoids	0.890661895275116	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Sulfonyls; Diazines; Organosulfonamides; Imidazopyrimidines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
587_1_Brassimet_Roots_Neg-POS_PAXs_19_p523	C33H68O10	[M + H3N + H]+	C33H71NO10	Fatty acids	0.8808467388153076	Linear polyketides	0.35654500126838684	Open-chain polyketides	0.06955305486917496	Fatty alcohols	0.830162525177002			Fatty alcohols	0.830162525177002	Fatty Acyls	0.988879919052124	Lipids and lipid-like molecules	0.9886465668678284	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
619_1_Brassimet_Roots_Neg-POS_PAXs_2_n625	C18H32N5O12P	[M - H]-	C18H32N5O12P	Carbohydrates	0.880012571811676	Nucleosides	0.7933822274208069	Purine nucleos(t)ides	0.7168467044830322	(5'->5')-dinucleotides	0.5109978318214417					(5'->5')-dinucleotides	0.5109978318214417	Nucleosides, nucleotides, and analogues	0.9871659874916077	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Aminopyrimidines and derivatives; Nicotinamide nucleotides; Purine nucleotide sugars; Pyridine nucleotides; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Purine ribonucleoside diphosphates; Secondary alcohols; Imidazopyrimidines; Organic pyrophosphates; Oxanes; Glycosyl compounds; Hydropyrimidines; Glycosylamines; N-substituted nicotinamides; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Alkyl phosphates; Monoalkyl phosphates; (5'->5')-dinucleotides; Imidolactams; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
779_1_Brassimet_Roots_Neg-POS_PAXs_22_p1637	C17H32N9O16P	[M + H]+	C17H32N9O16P	Carbohydrates	0.9955022931098938	Nucleosides	0.9205721616744995	Aminosugars	0.2470090687274933	Alpha amino acid esters	0.6160079836845398	Amino acids and derivatives	0.9936662316322327	Amino acids, peptides, and analogues	0.9936442375183105	Carboxylic acids and derivatives	0.9960038065910339	Organic acids and derivatives	0.9999960660934448	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Guanidines; Alpha amino acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Polyols; Amines; Primary amines; Tetrahydrofurans; Ortho amides; Carboximidamides; Alkyl phosphates; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
662_1_Brassimet_Roots_Neg-POS_PAXs_20_p442	C28H65N7O7	[M + H]+	C28H65N7O7	Amino acids and Peptides	0.8606489896774292	Fatty amides	0.4530927538871765	Tripeptides	0.32700708508491516	Peptides	0.9328209757804871	Peptides	0.9328209757804871	Amino acids, peptides, and analogues	0.9849854707717896	Carboxylic acids and derivatives	0.9766753315925598	Organic acids and derivatives	0.9883623719215393	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Methyl-branched fatty acids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
96_1_Brassimet_Roots_Neg-POS_PAXs_1_n427	C12H24N6O4	[M - H]-	C12H24N6O4	Alkaloids	0.12590546905994415	Small peptides	0.43252938985824585	Tripeptides	0.44817185401916504	Alpha amino acids and derivatives	0.612433910369873	Amino acids and derivatives	0.786217987537384	Amino acids, peptides, and analogues	0.799956738948822	Carboxylic acids and derivatives	0.9130476713180542	Organic acids and derivatives	0.9900386333465576	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
536_1_Brassimet_Roots_Neg-POS_PAXs_18_p1924	C24H40N2O12	[M + H]+	C24H40N2O12	Amino acids and Peptides	0.4088563919067383	Mycosporine derivatives	0.9486937522888184	Mycosporine and Mycosporine-like amino acids	0.9046920537948608	Fatty acyl glycosides	0.7003040909767151			Fatty acyl glycosides	0.7003040909767151	Fatty Acyls	0.33163705468177795	Lipids and lipid-like molecules	0.5389899015426636	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Alkanolamines; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
819_1_Brassimet_Roots_Neg-POS_PAXs_23_p2084	C23H37NO14	[M + H]+	C23H37NO14	Amino acids and Peptides	0.24872227013111115	Monoterpenoids	0.48353496193885803	Iridoids monoterpenoids	0.07006751000881195	O-glycosyl compounds	0.994819700717926	Glycosyl compounds	0.9972819089889526	Carbohydrates and carbohydrate conjugates	0.9999418258666992	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Primary amines; Aminosaccharides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
712_1_Brassimet_Roots_Neg-POS_PAXs_21_p4790	C11H12N6O8	[M + H]+	C11H12N6O8	Carbohydrates	0.690093457698822	Pseudoalkaloids	0.6898059844970703	Purine nucleos(t)ides	0.28591397404670715	Glycosylamines	0.5835033655166626	Glycosyl compounds	0.26989081501960754	Carbohydrates and carbohydrate conjugates	0.6849038004875183	Organooxygen compounds	0.9966168999671936	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Organic nitro compounds; Diazines; Pentoses; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Glycosylamines; Benzenoids; Amines; Secondary alkylarylamines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
1153_1_Brassimet_Roots_Neg-POS_PAXs_9_p1486	C27H35N3O6	[M + H]+	C27H35N3O6	Alkaloids	0.9924984574317932	Ornithine alkaloids	0.9965560436248779	Polyamines	0.9926186203956604	Hydroxycinnamic acids and derivatives	0.9926908612251282			Hydroxycinnamic acids and derivatives	0.9926908612251282	Cinnamic acids and derivatives	0.9959743618965149	Phenylpropanoids and polyketides	0.9925782084465027	Organic compounds; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
67_1_Brassimet_Roots_Neg-POS_PAXs_1_n620	C27H28N6O10S2	[M - H]-	C27H28N6O10S2	Amino acids and Peptides	0.8215820789337158	β-lactams	0.27213016152381897	Cephalosporins	0.1718750298023224	Alpha amino acids and derivatives	0.8934076428413391	Amino acids and derivatives	0.9317700862884521	Amino acids, peptides, and analogues	0.9385717511177063	Carboxylic acids and derivatives	0.8756254315376282	Organic acids and derivatives	0.9999256134033203	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Sulfuric acid monoesters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
